task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
1,6,46,1.075,68.3258,68.3258,62.4905,82.7109,68.3258,76.9117,68.3258,68.3258,62.8636,71.0868,41.7726,2.548804
1,7,47,1.0875,67.5988,67.5988,62.5256,82.4008,67.5988,76.4287,67.5988,67.5988,62.4854,70.7302,42.8724,2.547492
1,8,48,1.1,67.8374,67.8374,62.5739,82.2538,67.8374,76.5577,67.8374,67.8374,62.6506,70.9193,42.3771,2.525537
1,9,49,1.1125,67.6017,67.6017,62.4475,83.1016,67.6017,75.779,67.6017,67.6017,62.0541,71.1004,40.0822,2.455459
1,10,50,1.125,67.4242,67.4242,62.4918,83.2046,67.4242,75.9922,67.4242,67.4242,61.9775,70.8977,42.2907,2.458769
1,11,51,1.1375,67.8408,67.8408,62.989,83.3815,67.8408,76.1658,67.8408,67.8408,62.4613,71.3662,40.4055,2.468841
1,12,52,1.15,67.4832,67.4832,62.3474,83.2534,67.4832,76.0137,67.4832,67.4832,61.8486,70.9667,41.7654,2.394151
1,13,53,1.1625,67.3094,67.3094,62.2408,82.7914,67.3094,75.8567,67.3094,67.3094,61.8242,70.7786,41.1526,2.399919
1,14,54,1.175,67.5487,67.5487,62.3008,82.9291,67.5487,75.9245,67.5487,67.5487,61.9247,71.0152,40.3094,2.349792
1,15,55,1.1875,68.0163,68.0163,62.2346,82.9832,68.0163,76.2303,68.0163,68.0163,62.218,71.4235,41.669,2.343536
1,16,56,1.2,67.7736,67.7736,62.2432,82.7651,67.7736,76.2929,67.7736,67.7736,62.196,71.2276,42.6197,2.421912
1,17,57,1.2125,68.0849,68.0849,62.4188,82.7612,68.0849,76.3137,68.0849,68.0849,62.4934,71.4151,42.3651,2.353417
1,18,58,1.225,70.0755,70.0755,61.9143,83.0153,70.0755,77.4535,70.0755,70.0755,63.0861,73.1948,40.4484,2.320466
1,19,59,1.2375,68.5402,68.5402,62.2951,82.9562,68.5402,76.674,68.5402,68.5402,62.5959,71.8733,41.5208,2.369953
1,20,60,1.25,69.0754,69.0754,61.5193,83.0012,69.0754,76.9375,69.0754,69.0754,62.178,72.3876,40.4101,2.361915
1,21,61,1.2625,69.542,69.542,63.1822,83.8804,69.542,77.8518,69.542,69.542,63.8514,72.7261,42.4226,2.202902
1,22,62,1.275,68.274,68.274,61.9846,83.5176,68.274,76.3203,68.274,68.274,61.9754,71.8223,39.5118,2.340684
1,23,63,1.2875,68.6347,68.6347,61.9292,83.4002,68.6347,76.6919,68.6347,68.6347,62.249,72.048,40.7263,2.344096
1,24,64,1.3,68.1948,68.1948,61.5819,83.4251,68.1948,76.5266,68.1948,68.1948,61.7304,71.6517,42.0473,2.393792
1,25,65,1.3125,68.6979,68.6979,61.8111,83.5605,68.6979,76.7898,68.6979,68.6979,62.1581,72.1407,41.5517,2.392465
1,26,66,1.325,68.6721,68.6721,60.6496,83.5087,68.6721,76.7844,68.6721,68.6721,61.0399,72.0927,42.0845,2.375354
1,27,67,1.3375,68.468,68.468,60.3346,83.558,68.468,76.6962,68.468,68.468,60.5201,71.9785,41.3386,2.394409
1,28,68,1.35,68.2283,68.2283,60.2021,83.4872,68.2283,76.5977,68.2283,68.2283,60.3276,71.6494,43.2705,2.411835
1,29,69,1.3625,68.7698,68.7698,60.5409,83.6132,68.7698,77.0275,68.7698,68.7698,60.911,72.188,41.8886,2.378918
1,30,70,1.375,68.1598,68.1598,60.0486,83.5532,68.1598,76.7115,68.1598,68.1598,60.0825,71.6279,42.3423,2.431342
1,31,71,1.3875,68.3181,68.3181,60.1471,83.4824,68.3181,76.7963,68.3181,68.3181,60.3493,71.6781,43.5513,2.383965
1,32,72,1.4,68.1147,68.1147,60.0419,83.4774,68.1147,76.6763,68.1147,68.1147,60.1368,71.5281,43.0132,2.406642
1,33,73,1.4125,67.8352,67.8352,59.9117,83.5013,67.8352,76.4257,67.8352,67.8352,59.8651,71.3849,42.4263,2.40879
1,34,74,1.425,68.0473,68.0473,59.9785,83.5257,68.0473,76.5814,68.0473,68.0473,59.9992,71.5522,42.0698,2.400241
1,35,75,1.4375,67.5895,67.5895,59.8292,83.4892,67.5895,76.4967,67.5895,67.5895,59.6415,71.1757,42.8053,2.442872
1,36,76,1.45,67.5573,67.5573,59.7493,83.3517,67.5573,76.3829,67.5573,67.5573,59.6828,71.0336,43.884,2.449591
1,37,77,1.4625,67.3248,67.3248,59.5556,83.3757,67.3248,76.2977,67.3248,67.3248,59.2835,70.8626,43.4699,2.438286
1,38,78,1.475,68.1987,68.1987,60.1165,83.5733,68.1987,76.7913,68.1987,68.1987,60.1655,71.6797,42.2323,2.416888
1,39,79,1.4875,67.0893,67.0893,59.3645,83.3121,67.0893,76.0924,67.0893,67.0893,58.9825,70.6239,43.5727,2.454838
1,40,80,1.5,66.5378,66.5378,59.2281,83.4029,66.5378,75.8301,66.5378,66.5378,58.3824,70.2212,43.073,2.471136
1,41,81,1.5125,66.4796,66.4796,59.0924,83.3324,66.4796,75.8176,66.4796,66.4796,58.2597,70.0903,43.272,2.466133
1,42,82,1.525,66.3663,66.3663,59.0617,83.3496,66.3663,75.7702,66.3663,66.3663,58.141,69.9978,43.1957,2.477785
1,43,83,1.5375,66.3895,66.3895,59.0547,83.339,66.3895,75.7774,66.3895,66.3895,58.1616,70.0129,43.3713,2.481801
1,44,84,1.55,66.339,66.339,59.0537,83.3591,66.339,75.7445,66.339,66.339,58.1086,69.9833,43.2688,2.500358
1,45,85,1.5625,66.2847,66.2847,59.0104,83.33,66.2847,75.7266,66.2847,66.2847,58.0592,69.9131,43.5226,2.5033
1,46,86,1.575,66.236,66.236,58.9994,83.3278,66.236,75.7307,66.236,66.236,58.0309,69.8733,43.6348,2.510421
1,47,87,1.5875,66.2833,66.2833,59.0089,83.3272,66.2833,75.7173,66.2833,66.2833,58.0588,69.9121,43.4706,2.507634
1,48,88,1.6,66.2837,66.2837,58.9983,83.3188,66.2837,75.7134,66.2837,66.2837,58.0523,69.9048,43.5247,2.512244
1,49,89,1.6125,66.247,66.247,58.9982,83.3229,66.247,75.7139,66.247,66.247,58.0344,69.88,43.5982,2.521253
1,50,90,1.625,66.2067,66.2067,58.9944,83.3292,66.2067,75.7096,66.2067,66.2067,58.0115,69.8477,43.7595,2.530102
1,51,91,1.6375,66.1978,66.1978,58.9867,83.3231,66.1978,75.7186,66.1978,66.1978,58.0049,69.8381,43.7746,2.540029
1,52,92,1.65,66.1935,66.1935,58.9549,83.3007,66.1935,75.6881,66.1935,66.1935,57.9829,69.8145,43.8084,2.536018
1,53,93,1.6625,66.1855,66.1855,58.9687,83.3239,66.1855,75.6759,66.1855,66.1855,57.9766,69.8265,43.8096,2.542421
1,54,94,1.675,66.2068,66.2068,58.9807,83.3176,66.2068,75.6999,66.2068,66.2068,58.001,69.8397,43.7532,2.538146
1,55,95,1.6875,66.1657,66.1657,58.9722,83.3154,66.1657,75.676,66.1657,66.1657,57.9794,69.8041,43.8981,2.549233
1,56,96,1.7,66.1845,66.1845,58.997,83.3367,66.1845,75.7304,66.1845,66.1845,58.0021,69.8333,43.8219,2.54953
1,57,97,1.7125,66.2018,66.2018,58.9818,83.3203,66.2018,75.6966,66.2018,66.2018,58.0018,69.8379,43.7511,2.556666
1,58,98,1.725,66.1861,66.1861,58.9884,83.3211,66.1861,75.7085,66.1861,66.1861,58.0044,69.8265,43.8108,2.549562
1,59,99,1.7375,66.191,66.191,58.9907,83.326,66.191,75.6921,66.191,66.191,58.0062,69.8332,43.7635,2.551264
1,60,100,1.75,66.1116,66.1116,58.9567,83.3129,66.1116,75.6663,66.1116,66.1116,57.9444,69.7579,43.9911,2.57031
1,61,101,1.7625,66.1139,66.1139,58.9566,83.3114,66.1139,75.668,66.1139,66.1139,57.9459,69.7574,44.0417,2.569507
1,62,102,1.775,66.1052,66.1052,58.9677,83.3193,66.1052,75.6747,66.1052,66.1052,57.9441,69.7569,44.1225,2.563213
1,63,103,1.7875,66.1238,66.1238,58.9534,83.3058,66.1238,75.6729,66.1238,66.1238,57.951,69.7647,43.9815,2.564984
1,64,104,1.8,66.1414,66.1414,58.9762,83.3234,66.1414,75.6926,66.1414,66.1414,57.9691,69.7901,43.9651,2.560875
1,65,105,1.8125,66.1297,66.1297,58.9632,83.3145,66.1297,75.6788,66.1297,66.1297,57.9568,69.7723,44.0105,2.563507
1,66,106,1.825,66.0877,66.0877,58.9489,83.3093,66.0877,75.6616,66.0877,66.0877,57.9285,69.7343,44.1287,2.571629
1,67,107,1.8375,66.1468,66.1468,58.9645,83.3059,66.1468,75.6917,66.1468,66.1468,57.9718,69.7806,43.9282,2.565444
1,68,108,1.85,66.1254,66.1254,58.961,83.3121,66.1254,75.6712,66.1254,66.1254,57.9551,69.7654,44.0356,2.571204
1,69,109,1.8625,66.1114,66.1114,58.9601,83.318,66.1114,75.6646,66.1114,66.1114,57.9427,69.7608,44.0738,2.566651
1,70,110,1.875,66.1388,66.1388,58.9763,83.3225,66.1388,75.6852,66.1388,66.1388,57.9703,69.7862,43.9756,2.566451
1,71,111,1.8875,66.1144,66.1144,58.9746,83.3227,66.1144,75.6802,66.1144,66.1144,57.9577,69.7664,44.0687,2.568169
1,72,112,1.9,66.1426,66.1426,58.97,83.3212,66.1426,75.6908,66.1426,66.1426,57.965,69.7863,43.9554,2.567353
1,73,113,1.9125,66.0821,66.0821,58.9486,83.3099,66.0821,75.6603,66.0821,66.0821,57.9254,69.7304,44.1483,2.576026
1,74,114,1.925,66.1317,66.1317,58.9647,83.3176,66.1317,75.694,66.1317,66.1317,57.9578,69.776,43.9432,2.56499
1,75,115,1.9375,66.1099,66.1099,58.9675,83.3173,66.1099,75.6771,66.1099,66.1099,57.9534,69.7603,44.0345,2.572451
1,76,116,1.95,66.1012,66.1012,58.9599,83.3174,66.1012,75.6761,66.1012,66.1012,57.9389,69.7498,44.1221,2.570924
1,77,117,1.9625,66.1319,66.1319,58.9697,83.3147,66.1319,75.6758,66.1319,66.1319,57.9666,69.7772,43.961,2.567301
1,78,118,1.975,66.0969,66.0969,58.9619,83.3156,66.0969,75.6683,66.0969,66.0969,57.9407,69.748,44.0988,2.571382
1,79,119,1.9875,66.1108,66.1108,58.9589,83.3132,66.1108,75.6734,66.1108,66.1108,57.9474,69.7576,44.0341,2.572971
1,80,120,2.0,66.0991,66.0991,58.9564,83.3158,66.0991,75.6713,66.0991,66.0991,57.9366,69.7477,44.0913,2.572574
2,1,121,2.0125,57.5169,57.5169,43.7402,78.5076,57.5169,61.4779,57.5169,57.5169,42.8597,61.2963,74.1332,2.394307
2,2,122,2.025,58.788,58.788,46.2306,79.1972,58.788,65.2237,58.788,58.788,45.6563,63.3233,68.2961,2.025011
2,3,123,2.0375,56.5067,56.5067,45.0842,78.8371,56.5067,64.1087,56.5067,56.5067,43.4751,60.824,73.8298,2.138404
2,4,124,2.05,59.4793,59.4793,45.3388,75.9432,59.4793,63.0101,59.4793,59.4793,44.6051,63.8149,61.547,2.015399
2,5,125,2.0625,55.931,55.931,46.4828,79.0206,55.931,65.721,55.931,55.931,44.9952,59.4128,80.3555,2.272366
2,6,126,2.075,58.586,58.586,46.5252,77.6745,58.586,65.2827,58.586,58.586,45.5318,63.1865,66.2781,2.166374
2,7,127,2.0875,56.6745,56.6745,47.1107,79.5014,56.6745,65.624,56.6745,56.6745,45.2711,61.116,74.7703,2.247368
2,8,128,2.1,58.8907,58.8907,46.6929,77.6889,58.8907,65.0167,58.8907,58.8907,45.4511,63.433,65.8127,2.198853
2,9,129,2.1125,58.8935,58.8935,47.9106,78.6023,58.8935,66.208,58.8935,58.8935,47.1543,63.5991,69.1698,2.25665
2,10,130,2.125,56.4363,56.4363,42.1646,69.3093,56.4363,61.6088,56.4363,56.4363,42.9884,60.0955,62.5808,2.390017
2,11,131,2.1375,58.4474,58.4474,47.8428,78.16,58.4474,63.6984,58.4474,58.4474,45.983,63.2719,64.8195,2.31316
2,12,132,2.15,55.5071,55.5071,48.3776,78.6418,55.5071,65.4697,55.5071,55.5071,46.1373,59.8572,77.4295,2.553462
2,13,133,2.1625,56.4615,56.4615,47.6672,79.5952,56.4615,65.1974,56.4615,56.4615,45.1142,61.0077,76.5158,2.581905
2,14,134,2.175,56.1469,56.1469,48.1949,78.3214,56.1469,65.18,56.1469,56.1469,45.7746,60.8825,74.1941,2.497326
2,15,135,2.1875,58.0685,58.0685,47.349,77.9975,58.0685,61.6349,58.0685,58.0685,44.7383,62.8964,66.139,2.49554
2,16,136,2.2,56.5662,56.5662,47.9849,77.6712,56.5662,63.8973,56.5662,56.5662,45.9246,61.0722,73.3467,2.552608
2,17,137,2.2125,56.2784,56.2784,48.4559,80.0997,56.2784,65.4387,56.2784,56.2784,46.0478,60.6045,78.0405,2.568427
2,18,138,2.225,56.0945,56.0945,48.6177,80.2724,56.0945,65.766,56.0945,56.0945,46.0816,60.5645,76.5938,2.630769
2,19,139,2.2375,55.512,55.512,47.4872,79.6701,55.512,64.5756,55.512,55.512,43.7771,60.2006,76.441,2.643242
2,20,140,2.25,53.7198,53.7198,47.3397,79.3314,53.7198,65.1265,53.7198,53.7198,43.2606,57.4835,83.5829,2.991371
2,21,141,2.2625,56.1218,56.1218,47.9981,79.5337,56.1218,65.2678,56.1218,56.1218,44.8668,60.8799,74.7412,2.66127
2,22,142,2.275,53.0925,53.0925,41.2816,64.3222,53.0925,61.6779,53.0925,53.0925,41.7389,55.97,74.6399,2.719499
2,23,143,2.2875,54.4589,54.4589,41.1322,66.2688,54.4589,60.8444,54.4589,54.4589,40.9066,57.6968,66.8824,2.693669
2,24,144,2.3,55.7624,55.7624,46.3426,77.3824,55.7624,63.1857,55.7624,55.7624,43.7954,60.1944,75.59,2.602872
2,25,145,2.3125,54.2789,54.2789,47.5688,79.8649,54.2789,63.7759,54.2789,54.2789,43.3036,58.5127,81.6422,2.798793
2,26,146,2.325,54.2545,54.2545,46.9652,79.2775,54.2545,63.1114,54.2545,54.2545,43.2316,58.3459,82.0382,2.872453
2,27,147,2.3375,53.8809,53.8809,41.5613,66.5495,53.8809,61.258,53.8809,53.8809,40.2677,57.2476,67.3857,2.71933
2,28,148,2.35,56.7007,56.7007,47.3703,79.7017,56.7007,65.3925,56.7007,56.7007,44.4426,61.7306,72.6941,2.64451
2,29,149,2.3625,55.1764,55.1764,46.235,76.9653,55.1764,64.2827,55.1764,55.1764,43.2262,59.5871,75.6475,2.645105
2,30,150,2.375,51.5383,51.5383,41.0414,65.6571,51.5383,59.5503,51.5383,51.5383,39.1097,54.9989,75.8113,2.807185
2,31,151,2.3875,52.9009,52.9009,48.2606,79.8397,52.9009,63.2054,52.9009,52.9009,43.0928,56.8383,85.3866,3.003956
2,32,152,2.4,55.6265,55.6265,42.3337,67.4878,55.6265,59.3943,55.6265,55.6265,41.0472,58.8976,60.4752,2.703972
2,33,153,2.4125,52.3713,52.3713,48.6992,80.199,52.3713,64.8771,52.3713,52.3713,42.2158,56.1637,85.601,3.127473
2,34,154,2.425,54.3347,54.3347,47.0822,79.1495,54.3347,62.7786,54.3347,54.3347,43.1128,58.8709,79.0882,2.844152
2,35,155,2.4375,52.3226,52.3226,46.9314,79.381,52.3226,61.3174,52.3226,52.3226,41.0631,56.6094,83.095,3.000716
2,36,156,2.45,54.058,54.058,47.5148,79.368,54.058,62.3446,54.058,54.058,42.4368,58.8085,78.132,2.918109
2,37,157,2.4625,51.8492,51.8492,41.3507,67.8084,51.8492,57.2391,51.8492,51.8492,38.1703,56.0388,70.2679,2.931769
2,38,158,2.475,49.3495,49.3495,45.1354,78.2258,49.3495,61.4115,49.3495,49.3495,39.2915,53.0747,88.0068,3.3668
2,39,159,2.4875,54.2748,54.2748,47.4867,79.6639,54.2748,63.4038,54.2748,54.2748,42.9237,59.2105,77.7742,2.895761
2,40,160,2.5,49.5414,49.5414,41.1783,67.4399,49.5414,57.621,49.5414,49.5414,37.5431,53.8503,77.8728,3.163529
2,41,161,2.5125,52.1701,52.1701,48.1118,80.4875,52.1701,61.9978,52.1701,52.1701,41.7268,56.7832,83.4681,3.146482
2,42,162,2.525,52.592,52.592,48.4132,80.7184,52.592,63.0949,52.592,52.592,42.1169,57.163,83.1422,3.165255
2,43,163,2.5375,52.8057,52.8057,48.5565,80.6568,52.8057,63.4924,52.8057,52.8057,42.4208,57.4353,82.7013,3.171673
2,44,164,2.55,52.3684,52.3684,48.1828,80.4515,52.3684,62.7973,52.3684,52.3684,42.0182,56.9898,83.1079,3.197332
2,45,165,2.5625,52.1051,52.1051,48.1595,80.4607,52.1051,62.3822,52.1051,52.1051,41.7129,56.6856,83.7095,3.213266
2,46,166,2.575,52.0713,52.0713,48.0017,80.318,52.0713,62.2841,52.0713,52.0713,41.71,56.7293,83.2974,3.211957
2,47,167,2.5875,52.9469,52.9469,48.5012,80.5669,52.9469,63.5149,52.9469,52.9469,42.5409,57.6258,82.3586,3.178153
2,48,168,2.6,53.0528,53.0528,48.7885,80.8109,53.0528,63.5849,53.0528,53.0528,42.6275,57.6436,82.6584,3.198383
2,49,169,2.6125,53.0536,53.0536,48.6644,80.6931,53.0536,63.7794,53.0536,53.0536,42.6864,57.6447,82.5397,3.197907
2,50,170,2.625,52.6359,52.6359,48.6068,80.55,52.6359,63.8506,52.6359,52.6359,42.8158,57.383,82.7571,3.191267
2,51,171,2.6375,53.3914,53.3914,49.8086,81.0316,53.3914,64.457,53.3914,53.3914,43.9432,58.0729,82.6151,3.223766
2,52,172,2.65,51.5938,51.5938,47.5559,79.6351,51.5938,62.9579,51.5938,51.5938,41.758,56.1426,83.7915,3.22697
2,53,173,2.6625,52.2423,52.2423,48.3244,80.5356,52.2423,62.6212,52.2423,52.2423,41.915,56.8322,83.5316,3.220431
2,54,174,2.675,50.9738,50.9738,47.5925,80.0424,50.9738,61.8418,50.9738,50.9738,41.0239,55.3752,85.5458,3.312514
2,55,175,2.6875,52.7653,52.7653,49.0554,80.9101,52.7653,63.7294,52.7653,52.7653,42.7376,57.3217,83.5545,3.259743
2,56,176,2.7,51.8785,51.8785,48.1643,80.4417,51.8785,62.7144,51.8785,51.8785,41.9917,56.5111,84.0177,3.284138
2,57,177,2.7125,52.1353,52.1353,48.3043,80.5648,52.1353,62.6501,52.1353,52.1353,41.93,56.76,83.6533,3.26343
2,58,178,2.725,52.8212,52.8212,49.1086,80.9347,52.8212,63.5936,52.8212,52.8212,42.7688,57.4002,83.3996,3.241953
2,59,179,2.7375,52.9858,52.9858,49.2903,81.0738,52.9858,63.9976,52.9858,52.9858,42.9835,57.5566,83.3536,3.213892
2,60,180,2.75,52.5141,52.5141,48.8378,80.9224,52.5141,63.4174,52.5141,52.5141,42.405,57.1468,83.5645,3.276067
2,61,181,2.7625,53.0121,53.0121,49.4375,81.2298,53.0121,64.0286,53.0121,53.0121,43.1202,57.6553,83.3998,3.259517
2,62,182,2.775,53.2853,53.2853,49.983,81.4744,53.2853,64.6408,53.2853,53.2853,43.8843,57.9532,83.5167,3.269113
2,63,183,2.7875,52.5632,52.5632,48.9389,81.0059,52.5632,63.1528,52.5632,52.5632,42.3375,57.158,83.7542,3.274523
2,64,184,2.8,52.4971,52.4971,48.9631,80.9858,52.4971,63.217,52.4971,52.4971,42.5208,57.0764,83.9281,3.288133
2,65,185,2.8125,52.5897,52.5897,48.9062,81.0172,52.5897,63.3286,52.5897,52.5897,42.4864,57.1956,83.8133,3.275291
2,66,186,2.825,52.1501,52.1501,48.485,80.7111,52.1501,62.8919,52.1501,52.1501,42.0796,56.758,83.937,3.292766
2,67,187,2.8375,53.1874,53.1874,49.8602,81.4092,53.1874,64.3362,53.1874,53.1874,43.5608,57.8359,83.5544,3.26041
2,68,188,2.85,51.6393,51.6393,48.2622,80.5788,51.6393,62.4267,51.6393,51.6393,41.6293,56.1388,84.8696,3.318593
2,69,189,2.8625,53.3565,53.3565,50.6155,81.626,53.3565,64.7525,53.3565,53.3565,44.3119,58.0754,83.5952,3.274185
2,70,190,2.875,52.5665,52.5665,48.8451,80.8891,52.5665,63.0927,52.5665,52.5665,42.3372,57.118,83.7269,3.267382
2,71,191,2.8875,52.7709,52.7709,49.2638,81.1781,52.7709,63.6558,52.7709,52.7709,42.7854,57.3604,83.8874,3.275239
2,72,192,2.9,52.8936,52.8936,49.3257,81.229,52.8936,63.849,52.8936,52.8936,42.9953,57.5649,83.5566,3.271696
2,73,193,2.9125,52.7362,52.7362,49.2156,81.1343,52.7362,63.7006,52.7362,52.7362,42.847,57.3895,83.6385,3.284661
2,74,194,2.925,51.2396,51.2396,47.9892,80.4017,51.2396,61.8388,51.2396,51.2396,41.2537,55.8223,84.8635,3.320277
2,75,195,2.9375,52.4031,52.4031,48.8024,80.9423,52.4031,63.0899,52.4031,52.4031,42.3431,57.0683,83.691,3.274945
2,76,196,2.95,53.4881,53.4881,51.4029,81.8474,53.4881,65.2349,53.4881,53.4881,44.9544,58.2497,84.0347,3.269718
2,77,197,2.9625,52.5831,52.5831,49.1082,81.0838,52.5831,63.5824,52.5831,52.5831,42.7139,57.2391,83.7934,3.297963
2,78,198,2.975,51.8062,51.8062,48.1588,80.3384,51.8062,62.7848,51.8062,51.8062,41.8541,56.3091,84.2778,3.307529
2,79,199,2.9875,51.3862,51.3862,48.0811,80.393,51.3862,62.1752,51.3862,51.3862,41.5722,55.9752,84.7541,3.338027
