task,round,global_round,task_progress,acc,prec_mic,prec_mac,prec_wei,rec_mic,rec_mac,rec_wei,f1_mic,f1_mac,f1_wei,fpr,loss
0,1,1,0.025,92.612,92.612,91.2238,93.2176,92.612,90.9765,92.612,92.612,90.6713,92.6863,7.9647,0.23527
0,2,2,0.05,94.4979,94.4979,92.1701,95.1306,94.4979,94.2686,94.4979,94.4979,92.9145,94.6674,8.3356,0.166184
0,3,3,0.075,95.5469,95.5469,93.0857,96.0715,95.5469,95.2187,95.5469,95.5469,93.92,95.6885,7.5299,0.131373
0,4,4,0.1,95.5708,95.5708,92.8965,95.8836,95.5708,95.0296,95.5708,95.5708,93.8486,95.6469,7.9454,0.130309
0,5,5,0.125,95.6199,95.6199,93.1527,96.1397,95.6199,95.3737,95.6199,95.6199,94.0324,95.7571,7.6975,0.133681
0,6,6,0.15,95.6803,95.6803,93.2128,96.1989,95.6803,95.4815,95.6803,95.6803,94.1156,95.8132,7.8181,0.125933
0,7,7,0.175,95.7812,95.7812,93.3518,96.3203,95.7812,95.5661,95.7812,95.7812,94.2161,95.9233,7.4226,0.120668
0,8,8,0.2,95.7084,95.7084,93.2394,96.2546,95.7084,95.5342,95.7084,95.7084,94.1406,95.8515,7.6186,0.141152
0,9,9,0.225,95.5971,95.5971,93.0933,96.1884,95.5971,95.4327,95.5971,95.5971,93.9899,95.7487,7.8333,0.130013
0,10,10,0.25,95.6927,95.6927,93.0162,96.0202,95.6927,95.1974,95.6927,95.6927,93.9862,95.7734,7.7989,0.127573
0,11,11,0.275,95.6983,95.6983,93.0609,96.0018,95.6983,95.1497,95.6983,95.6983,93.9953,95.7754,7.6187,0.125442
0,12,12,0.3,95.7694,95.7694,93.3259,96.3111,95.7694,95.6079,95.7694,95.7694,94.2208,95.9098,7.5887,0.115338
0,13,13,0.325,95.8311,95.8311,93.3965,96.3702,95.8311,95.6581,95.8311,95.8311,94.284,95.9706,7.532,0.119482
0,14,14,0.35,95.9112,95.9112,93.5436,96.4428,95.9112,95.7233,95.9112,95.9112,94.3923,96.0498,7.3127,0.113379
0,15,15,0.375,95.8453,95.8453,93.4729,96.4126,95.8453,95.6623,95.8453,95.8453,94.3062,95.9927,7.3919,0.116188
0,16,16,0.4,95.7517,95.7517,93.3606,96.2634,95.7517,95.5134,95.7517,95.7517,94.2042,95.8856,7.4385,0.123136
0,17,17,0.425,95.3471,95.3471,93.0982,95.9053,95.3471,94.8484,95.3471,95.3471,93.6891,95.4871,7.3054,0.136254
0,18,18,0.45,95.6232,95.6232,93.1517,96.1264,95.6232,95.3733,95.6232,95.6232,94.0388,95.7547,7.78,0.127889
0,19,19,0.475,86.8714,86.8714,86.5862,91.4537,86.8714,82.3573,86.8714,86.8714,81.0226,87.1782,21.6611,0.21778
0,20,20,0.5,95.7346,95.7346,93.125,96.0461,95.7346,95.2343,95.7346,95.7346,94.0651,95.8139,7.6409,0.124561
0,21,21,0.525,95.729,95.729,93.3062,96.2411,95.729,95.4871,95.729,95.729,94.164,95.8625,7.5029,0.119285
0,22,22,0.55,95.7664,95.7664,93.3469,96.2903,95.7664,95.5482,95.7664,95.7664,94.2092,95.9026,7.4952,0.117015
0,23,23,0.575,95.7403,95.7403,93.354,96.2575,95.7403,95.4789,95.7403,95.7403,94.1801,95.8759,7.3963,0.120062
0,24,24,0.6,95.7977,95.7977,93.3931,96.3255,95.7977,95.5816,95.7977,95.7977,94.247,95.9349,7.4506,0.11721
0,25,25,0.625,95.7994,95.7994,93.4058,96.3215,95.7994,95.5658,95.7994,95.7994,94.2482,95.9357,7.3918,0.11664
0,26,26,0.65,95.8546,95.8546,93.4632,96.3828,95.8546,95.635,95.8546,95.8546,94.309,95.9929,7.3174,0.113996
0,27,27,0.675,95.7981,95.7981,93.3974,96.322,95.7981,95.5746,95.7981,95.7981,94.2477,95.9347,7.4193,0.11796
0,28,28,0.7,95.8536,95.8536,93.4664,96.3645,95.8536,95.6243,95.8536,95.8536,94.3139,95.9871,7.3026,0.114353
0,29,29,0.725,95.8203,95.8203,93.4347,96.3369,95.8203,95.5955,95.8203,95.8203,94.28,95.9554,7.3286,0.11685
0,30,30,0.75,95.8509,95.8509,93.4756,96.3654,95.8509,95.623,95.8509,95.8509,94.3152,95.9854,7.2882,0.114782
0,31,31,0.775,95.8505,95.8505,93.4734,96.3668,95.8505,95.6246,95.8505,95.8505,94.314,95.9853,7.3015,0.114852
0,32,32,0.8,95.8584,95.8584,93.4833,96.3735,95.8584,95.6316,95.8584,95.8584,94.3232,95.9929,7.2908,0.113726
0,33,33,0.825,95.8396,95.8396,93.4837,96.3522,95.8396,95.5907,95.8396,95.8396,94.303,95.9741,7.2275,0.117593
0,34,34,0.85,95.8136,95.8136,93.4413,96.3349,95.8136,95.5703,95.8136,95.8136,94.2673,95.9502,7.2805,0.118265
0,35,35,0.875,95.8345,95.8345,93.4789,96.3499,95.8345,95.5878,95.8345,95.8345,94.2979,95.9699,7.2312,0.11831
0,36,36,0.9,95.0471,95.0471,92.6444,95.5358,95.0471,94.7661,95.0471,95.0471,93.4827,95.1724,7.6788,0.17786
0,37,37,0.925,95.8655,95.8655,93.4845,96.3838,95.8655,95.6458,95.8655,95.8655,94.3296,96.001,7.2861,0.114665
0,38,38,0.95,95.7454,95.7454,93.3565,96.2573,95.7454,95.4924,95.7454,95.7454,94.1905,95.8796,7.3624,0.134433
0,39,39,0.975,95.8232,95.8232,93.4594,96.3466,95.8232,95.5795,95.8232,95.8232,94.2798,95.9604,7.2548,0.119502
0,40,40,1.0,95.9187,95.9187,93.537,96.4333,95.9187,95.6964,95.9187,95.9187,94.384,96.0539,7.1827,0.111376
1,1,41,1.0125,61.223,61.223,53.1644,69.7775,61.223,60.1363,61.223,61.223,50.0149,61.1908,55.8068,1.924179
1,2,42,1.025,67.6743,67.6743,60.7034,81.0534,67.6743,74.0936,67.6743,67.6743,61.5733,70.0618,56.4918,2.156891
1,3,43,1.0375,65.6521,65.6521,59.2179,79.086,65.6521,72.2857,65.6521,65.6521,59.5616,68.8695,50.4654,1.944218
1,4,44,1.05,65.3027,65.3027,59.735,79.9882,65.3027,73.3736,65.3027,65.3027,59.726,68.3561,55.0352,2.096599
1,5,45,1.0625,63.0681,63.0681,60.0057,81.0631,63.0681,73.401,63.0681,63.0681,58.5411,66.2764,61.4845,2.290477
1,6,46,1.075,64.2099,64.2099,60.6385,81.4047,64.2099,74.4236,64.2099,64.2099,59.6904,67.396,57.3286,2.182329
1,7,47,1.0875,63.5193,63.5193,61.4025,83.3239,63.5193,74.1887,63.5193,63.5193,59.3177,67.1023,58.7425,2.300714
1,8,48,1.1,63.8318,63.8318,60.8218,82.2211,63.8318,73.5161,63.8318,63.8318,59.0773,67.6592,56.0484,2.268812
1,9,49,1.1125,62.9063,62.9063,60.9495,83.2472,62.9063,73.627,62.9063,62.9063,58.4196,66.5178,60.017,2.453028
1,10,50,1.125,63.465,63.465,61.1004,83.3729,63.465,73.9735,63.465,63.465,58.8214,67.1641,58.9016,2.425322
1,11,51,1.1375,63.6336,63.6336,61.199,83.335,63.6336,73.9767,63.6336,63.6336,59.0041,67.3253,58.7171,2.413817
1,12,52,1.15,64.6304,64.6304,61.3101,83.4904,64.6304,74.7173,64.6304,64.6304,59.6066,68.2253,58.3152,2.378955
1,13,53,1.1625,64.6651,64.6651,61.2713,82.5966,64.6651,74.4858,64.6651,64.6651,59.9576,68.3818,56.5308,2.372057
1,14,54,1.175,64.2069,64.2069,61.3059,83.4076,64.2069,74.7444,64.2069,64.2069,59.5421,67.7167,59.2248,2.428338
1,15,55,1.1875,63.9943,63.9943,61.1621,83.4423,63.9943,74.3833,63.9943,63.9943,59.1535,67.633,59.5007,2.433049
1,16,56,1.2,65.0074,65.0074,61.4219,83.5128,65.0074,75.3688,65.0074,65.0074,60.0406,68.4848,58.5804,2.422398
1,17,57,1.2125,65.067,65.067,61.6191,83.4825,65.067,75.3401,65.067,65.067,60.2509,68.5091,58.2251,2.397713
1,18,58,1.225,64.369,64.369,61.4998,83.2029,64.369,74.6471,64.369,64.369,59.7015,67.95,59.4163,2.416713
1,19,59,1.2375,63.8726,63.8726,61.0986,83.4218,63.8726,74.3183,63.8726,63.8726,59.0313,67.534,59.3863,2.42443
1,20,60,1.25,64.2787,64.2787,61.0235,83.3637,64.2787,74.5711,64.2787,64.2787,59.207,67.8185,59.4653,2.436696
1,21,61,1.2625,64.321,64.321,61.1671,83.4151,64.321,75.0329,64.321,64.321,59.4896,67.7796,59.5664,2.452894
1,22,62,1.275,65.2102,65.2102,61.2666,83.4246,65.2102,75.3906,65.2102,65.2102,60.0445,68.5613,58.5136,2.37505
1,23,63,1.2875,64.6748,64.6748,61.3345,83.5389,64.6748,74.7923,64.6748,64.6748,59.6122,68.3259,58.4877,2.421729
1,24,64,1.3,63.6376,63.6376,61.0126,83.4531,63.6376,74.3543,63.6376,63.6376,58.8414,67.2954,60.7657,2.483721
1,25,65,1.3125,64.8693,64.8693,61.1369,83.4142,64.8693,75.3447,64.8693,64.8693,59.7748,68.2362,59.0558,2.441108
1,26,66,1.325,64.4237,64.4237,59.9834,79.7713,64.4237,73.6414,64.4237,64.4237,59.4441,67.9935,55.0201,2.448853
1,27,67,1.3375,64.3143,64.3143,60.6434,81.3681,64.3143,74.7225,64.3143,64.3143,59.585,67.595,59.3255,2.46986
1,28,68,1.35,64.8154,64.8154,61.2219,83.033,64.8154,75.3105,64.8154,64.8154,59.9441,68.1309,58.983,2.476294
1,29,69,1.3625,64.3384,64.3384,60.4204,80.8408,64.3384,74.437,64.3384,64.3384,59.5545,67.7241,57.5588,2.442941
1,30,70,1.375,64.0755,64.0755,60.3605,81.1429,64.0755,74.5839,64.0755,64.0755,59.318,67.2096,59.7457,2.537827
1,31,71,1.3875,64.5179,64.5179,61.1415,83.154,64.5179,75.1625,64.5179,64.5179,59.6782,67.9585,59.6956,2.526714
1,32,72,1.4,64.0212,64.0212,59.9817,81.0162,64.0212,74.5634,64.0212,64.0212,59.0314,67.0801,59.827,2.561399
1,33,73,1.4125,64.4023,64.4023,60.9927,82.9508,64.4023,75.0056,64.4023,64.4023,59.5573,67.7386,58.9574,2.520969
1,34,74,1.425,64.0896,64.0896,60.627,81.4224,64.0896,74.5661,64.0896,64.0896,59.429,67.4628,58.9337,2.502416
1,35,75,1.4375,63.9133,63.9133,60.2774,81.1373,63.9133,74.5803,63.9133,63.9133,59.1654,67.0657,60.3519,2.586456
1,36,76,1.45,64.3591,64.3591,60.9641,82.7773,64.3591,75.1516,64.3591,64.3591,59.6185,67.5496,59.7144,2.514474
1,37,77,1.4625,64.1704,64.1704,60.5719,81.36,64.1704,74.7056,64.1704,64.1704,59.4834,67.4901,59.186,2.531021
1,38,78,1.475,63.9702,63.9702,60.3868,81.2022,63.9702,74.5707,63.9702,63.9702,59.2762,67.2415,59.1058,2.547748
1,39,79,1.4875,63.9534,63.9534,60.9569,81.1891,63.9534,74.612,63.9534,63.9534,59.7267,67.1688,60.181,2.572118
